,PLAYER_LAST_NAME,PLAYER_FIRST_NAME,PERSON_ID,PTS,REB,AST
488,Nesmith,Aaron,1630174,10.1,3.8,1.4
489,Nwora,Jordan,1629670,8.5,3.7,1.4
490,Smith,Jalen,1630188,9.4,5.8,1.0
491,Theis,Daniel,1628464,7.0,3.1,1.3
492,Turner,Myles,1626167,18.0,7.5,1.4
493,York,Gabe,1628221,9.0,1.0,1.0
494,Brogdon,Malcolm,1627763,14.9,4.2,3.7
495,Brown,Jaylen,1627759,26.6,6.9,3.5
496,Champagnie,Justin,1630551,2.0,1.3,0.30000000000000004
497,Davison,JD,1631120,1.1,0.6000000000000001,0.6000000000000001
498,Gallinari,Danilo,201568,,,
499,Griffin,Blake,201933,4.2,3.8,1.4
500,Hauser,Sam,1630573,5.9,2.5,0.8
501,Horford,Al,201143,9.8,6.2,3.0
502,Kabengele,Mfiondu,1629662,1.0,2.5,0.0
503,Kornet,Luke,1628436,3.7,2.8,0.7000000000000001
504,Muscala,Mike,203488,5.7,3.1,0.8
505,Pritchard,Payton,1630202,4.7,1.5,1.0
506,Smart,Marcus,203935,11.5,3.1,6.3
507,Tatum,Jayson,1628369,30.2,8.8,4.6
508,White,Derrick,1628401,12.5,3.6,3.9
509,Williams,Grant,1629684,8.3,4.6,1.7000000000000002
510,Williams III,Robert,1629057,8.0,8.3,1.4
511,Butler,Jared,1630215,2.4,0.2,0.8
512,Dieng,Ousmane,1631172,4.5,2.6,1.0
513,Dort,Luguentz,1629652,13.7,4.6,2.1
514,Giddey,Josh,1630581,16.6,7.9,6.2
515,Gilgeous-Alexander,Shai,1628983,31.4,4.8,5.5
516,Holmgren,Chet,1631096,,,
517,Joe,Isaiah,1630198,9.5,2.4,1.2
518,Mann,Tre,1630544,7.5,2.2,1.6
519,Pokusevski,Aleksej,1630197,8.1,4.7,1.9
520,Robinson-Earl,Jeremiah,1630526,6.7,4.1,1.0
521,Saric,Dario,203967,6.4,3.6,1.3
522,Sarr,Olivier,1630846,1.8,2.0,0.4
523,Waters III,Lindy,1630322,5.2,1.9,0.7000000000000001
524,Wiggins,Aaron,1630598,6.9,3.0,1.2
525,Williams,Jalen,1631114,14.1,4.5,3.3
526,Williams,Jaylin,1631119,5.9,4.9,1.6
527,Williams,Kenrich,1629026,8.0,4.9,2.0
528,Dedmon,Dewayne,203473,5.0,3.4,0.5
529,Embiid,Joel,203954,33.1,10.2,4.2
530,Harden,James,201935,21.0,6.1,10.7
531,Harrell,Montrezl,1626149,5.3,2.6,0.6000000000000001
532,Harris,Tobias,202699,14.7,5.7,2.5
533,House Jr.,Danuel,1627863,4.4,1.6,0.7000000000000001
534,King,Louis,1629663,,,
535,Korkmaz,Furkan,1627788,3.6,1.0,0.6000000000000001
536,Maxey,Tyrese,1630178,20.3,2.9,3.5
537,McClung,Mac,1630644,,,
538,McDaniels,Jalen,1629667,9.3,4.3,1.6
539,Melton,De'Anthony,1629001,10.1,4.1,2.6
540,Milton,Shake,1629003,8.1,2.5,2.9
541,Niang,Georges,1627777,8.0,2.3,1.0
542,Reed,Paul,1630194,3.9,3.6,0.4
543,Springer,Jaden,1630531,1.6,0.9,0.4
544,Tucker,P.J.,200782,3.5,3.9,0.8
